Attributed Touch Type,Attributed Touch Time,Install Time,Event Time,Event Name,Event Value,Event Revenue,Event Revenue Currency,Event Revenue INR,Event Source,Is Receipt Validated,Partner,Media Source,Channel,Keywords,Campaign,Campaign ID,Adset,Adset ID,Ad,Ad ID,Ad Type,Site ID,Sub Site ID,Sub Param 1,Sub Param 2,Sub Param 3,Sub Param 4,Sub Param 5,Cost Model,Cost Value,Cost Currency,Contributor 1 Partner,Contributor 1 Media Source,Contributor 1 Campaign,Contributor 1 Touch Type,Contributor 1 Touch Time,Contributor 2 Partner,Contributor 2 Media Source,Contributor 2 Campaign,Contributor 2 Touch Type,Contributor 2 Touch Time,Contributor 3 Partner,Contributor 3 Media Source,Contributor 3 Campaign,Contributor 3 Touch Type,Contributor 3 Touch Time,Region,Country Code,State,City,Postal Code,DMA,IP,WIFI,Operator,Carrier,Language,AppsFlyer ID,Advertising ID,IDFA,Android ID,Customer User ID,IMEI,IDFV,Platform,Device Type,OS Version,App Version,SDK Version,App ID,App Name,Bundle ID,Is Retargeting,Retargeting Conversion Type,Attribution Lookback,Reengagement Window,Is Primary Attribution,User Agent,HTTP Referrer,Original URL,Keyword ID,Store Reinstall,Device Download Time,Deeplink URL,OAID,Install App Store,Google Play Referrer,Google Play Click Time,Google Play Install Begin Time
,,2020-04-27 13:30:43,2020-04-27 13:30:43,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,IN,HR,Palwal,136131,356001,106.192.158.3,false,airtel,airtel,English,1587974436864-7540700294487813383,136c1bb2-3522-41af-a065-6bc24db3f0f9,,,,,,android,samsung-SM-A507FN,10,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket™ Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,false,,,,,Dalvik/2.1.0 (Linux; U; Android 10; SM-A507FN Build/QP1A.190711.020),,,,,2020-04-27 08:00:43.701,,,,,,
,,2020-04-27 13:29:56,2020-04-27 13:29:56,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,IN,TG,Uppal,500039,356006,183.83.227.32,false,Jio 4G,Jio 4G,English,1587974393231-5343152708037633594,12929d92-9408-4ed3-b8ee-3f925e8f14da,,,,,,android,vivo-vivo 1726,8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket™ Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,false,,,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo 1726 Build/O11019),,,,,2020-04-27 07:59:56.375,,,,,,
,,2020-04-27 13:29:39,2020-04-27 13:29:39,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,BD,C,Tejgaon,1215,None,103.103.32.234,true,airtel,airtel,English,1587974367400-759869019653205997,3ee59e1d-4cb3-4083-86c3-bf7d5d06c1b5,,,,,,android,Xiaomi-POCOPHONE F1,10,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket™ Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,false,,,,,Dalvik/2.1.0 (Linux; U; Android 10; POCOPHONE F1 MIUI/V11.0.4.0.QEJMIXM),,,,,2020-04-27 07:59:39.608,,,,,,
,,2020-04-27 13:28:47,2020-04-27 13:28:47,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,IN,WB,Malda,732101,356003,223.233.15.116,false,airtel,airtel,English,1587974318957-9050533927286553406,d3556997-80f6-4b8b-9e26-e7d43fc0b60b,,,,,,android,OPPO-CPH1723,7.1.1,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket™ Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,false,,,,,Dalvik/2.1.0 (Linux; U; Android 7.1.1; CPH1723 Build/N6F26Q),,,,,2020-04-27 07:58:47.875,,,,,,
,,2020-04-27 13:28:47,2020-04-27 13:28:47,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,BD,C,Gazipur Sadar,1700,None,119.30.45.110,false,Grameenphone,Grameenphone,English,1587974319097-7844329084812490099,26e315a4-70af-4e6f-a627-e17e19408975,,,,,,android,Xiaomi-Redmi 3X,6.0.1,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket™ Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,false,,,,,Dalvik/2.1.0 (Linux; U; Android 6.0.1; Redmi 3X MIUI/V10.2.2.0.MALMIXM),,,,,2020-04-27 07:58:47.981,,,,,,
,,2020-04-27 13:28:41,2020-04-27 13:28:41,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,IN,TG,Kondapur,500084,356006,183.83.137.108,false,airtel,IND airtel,English,1587974317722-2396487474915621117,3226e042-3414-491f-8040-a15446ec2246,,,,,,android,OnePlus-ONEPLUS A6010,10,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket™ Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,false,,,,,Dalvik/2.1.0 (Linux; U; Android 10; ONEPLUS A6010 Build/QKQ1.190716.003),,,,,2020-04-27 07:58:41.829,,,,,,
,,2020-04-27 13:27:08,2020-04-27 13:27:08,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,MY,01,Taman Hidayat Utama,81500,None,123.136.111.127,false,,U Mobile,English,1587974221713-493928241416416841,6945fe17-0c45-4ccf-bab6-ac8f67f1bd85,,,,,,android,samsung-SM-G885F,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket™ Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,false,,,,,Dalvik/2.1.0 (Linux; U; Android 9; SM-G885F Build/PPR1.180610.011),,,,,2020-04-27 07:57:08.058,,,,,,
,,2020-04-27 13:25:27,2020-04-27 13:25:27,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,IN,UP,Mathura,281001,356010,182.73.37.198,false,Jio 4G,Jio 4G,English,1587974119840-2235810827431881701,58046d73-187e-4e48-8c43-0231ea197726,,,,,,android,Xiaomi-Redmi 5,7.1.2,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket™ Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,false,,,,,Dalvik/2.1.0 (Linux; U; Android 7.1.2; Redmi 5 MIUI/V9.5.11.0.NDAMIFA),,,,,2020-04-27 07:55:27.831,,,,,,
,,2020-04-27 13:25:15,2020-04-27 13:25:15,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,IN,KA,Bangalore,560039,356004,157.49.159.47,false,JIO,Jio 4G,English,1587974103724-815325955913197269,e817c02d-72b5-4cbd-9626-3e5827153c51,,,,,,android,motorola-moto g(6),9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket™ Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,false,,,,,Dalvik/2.1.0 (Linux; U; Android 9; moto g(6) Build/PPSS29.55-37-7-6),,,,,2020-04-27 07:55:15.341,,,,,,
,,2020-04-27 13:25:15,2020-04-27 13:25:15,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,IN,OR,Sundargarh,769010,None,106.222.243.26,false,airtel,airtel,English,1587974104300-6941223547142181999,c5a5bf82-b6f2-4b50-a2b4-cede1cd1d675,,,,,,android,vivo-vivo 1909,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket™ Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,false,,,,,Dalvik/2.1.0 (Linux; U; Android 9; vivo 1909 Build/PKQ1.190302.001),,,,,2020-04-27 07:55:15.663,,,,,,
,,2020-04-27 13:24:53,2020-04-27 13:24:53,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,IN,MH,Mumbai,400008,356002,49.36.9.6,false,Jio 4G,Jio 4G,English,1587974091545-4686194009264556815,af4699c7-3f55-49a0-9c81-73a76b7cafff,,,,,,android,OnePlus-HD1901,10,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket™ Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,false,,,,,Dalvik/2.1.0 (Linux; U; Android 10; HD1901 Build/QKQ1.190716.003),,,,,2020-04-27 07:54:53.052,,,,,,
,,2020-04-27 13:24:19,2020-04-27 13:24:19,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,IN,GJ,Vadodara,390019,356008,157.32.85.40,false,JIO,Jio 4G,English,1587974054313-8744535380330274414,940672e7-27f6-41ef-bb1a-3db72527574f,,,,,,android,vivo-vivo 1804,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket™ Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,false,,,,,Dalvik/2.1.0 (Linux; U; Android 9; vivo 1804 Build/PKQ1.180819.001),,,,,2020-04-27 07:54:19.547,,,,,,
,,2020-04-27 13:24:11,2020-04-27 13:24:11,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,IN,JK,Srinagar,190001,None,169.149.5.168,false,Jio 4G,Jio 4G,English,1587974030094-2674400566107131414,f6d8da78-d3ab-4b8d-b46b-65d6b2419c03,,,,,,android,vivo-vivo 1726,8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket™ Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,false,,,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo 1726 Build/O11019),,,,,2020-04-27 07:54:11.718,,,,,,
,,2020-04-27 13:23:21,2020-04-27 13:23:21,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,IN,MH,Mumbai,400080,356002,45.64.19.74,false,Jio 4G,Jio 4G,English,1587973999134-4739626090550503343,8f65fdc1-3b52-4555-b32c-9b5f66b0a2c6,,,,,,android,xiaomi-Mi A2,10,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket™ Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,false,,,,,Dalvik/2.1.0 (Linux; U; Android 10; Mi A2 Build/QKQ1.190910.002),,,,,2020-04-27 07:53:21.565,,,,,,
,,2020-04-27 13:23:04,2020-04-27 13:23:04,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,IN,AR,Chimpu,791113,None,157.51.6.46,false,Jio 4G,Jio 4G,English,1587973921275-5211100079188223647,55785092-cce8-4643-8dea-22716aa65018,,,,,,android,xiaomi-Redmi Y1 Lite,7.1.2,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket™ Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,false,,,,,Dalvik/2.1.0 (Linux; U; Android 7.1.2; Redmi Y1 Lite MIUI/V11.0.3.0.NDFMIXM),,,,,2020-04-27 07:53:04.120,,,,,,
,,2020-04-27 13:23:03,2020-04-27 13:23:03,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,IN,GJ,Surat,395003,356008,49.34.116.112,false,Jio 4G,Jio 4G,English,1587962871586-825309875177907755,df91d1f0-c1cd-43b0-a7b6-66b654328ff8,,,,,,android,samsung-SM-A505F,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket™ Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,false,,,,,Dalvik/2.1.0 (Linux; U; Android 9; SM-A505F Build/PPR1.180610.011),,,,,2020-04-27 07:53:03.108,,,,,,
,,2020-04-27 13:21:55,2020-04-27 13:21:55,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,IN,TG,Hyderabad,500081,356006,27.6.28.241,false,airtel,airtel,English,1587973912204-6841356411504447154,8d527d1d-889b-4f88-a450-413ba81a763e,,,,,,android,Realme-RMX1851,10,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket™ Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,false,,,,,Dalvik/2.1.0 (Linux; U; Android 10; RMX1851 Build/QKQ1.190918.001),,,,,2020-04-27 07:51:55.831,,,,,,
,,2020-04-27 13:21:39,2020-04-27 13:21:39,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,PK,JK,Ambore,13101,None,119.160.71.127,false,Jazz,Jazz,English,1588060378659-6444851954698920438,d59fac77-31ea-4761-8d74-384c06da97d4,,,,,,android,samsung-SM-G610F,8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket™ Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,false,,,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; SM-G610F Build/M1AJQ),,,,,2020-04-27 07:51:39.067,,,,,,
,,2020-04-27 13:21:14,2020-04-27 13:21:14,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,IN,MP,Gwalior City,474005,None,157.34.117.84,false,Jio 4G,Jio 4G,English,1587973869145-1067293784929845231,50dba184-b060-4101-ab9f-311ea2679ccf,,,,,,android,HONOR-RNE-L22,8.0.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket™ Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,false,,,,,Dalvik/2.1.0 (Linux; U; Android 8.0.0; RNE-L22 Build/HONORRNE-L22),,,,,2020-04-27 07:51:14.601,,,,,,
,,2020-04-27 13:21:01,2020-04-27 13:21:01,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,IN,MP,Indore,453001,None,157.34.118.224,false,Jio 4G,Jio 4G,English,1587973857892-7492436630863196389,b61f652a-3ea9-4b7f-8a13-6e64e51e168e,,,,,,android,realme-RMX1925,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket™ Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,false,,,,,Dalvik/2.1.0 (Linux; U; Android 9; RMX1925 Build/PKQ1.190616.001),,,,,2020-04-27 07:51:01.215,,,,,,
,,2020-04-27 13:19:06,2020-04-27 13:19:06,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,IN,MH,Nagpur City,440013,None,103.229.26.16,true,Idea,Idea,English,1587973744184-215076003678787581,a947112b-bb23-42b1-9d1d-f7438613ca83,,,,,,android,motorola-Moto G (5S) Plus,8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket™ Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,false,,,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; Moto G (5S) Plus Build/OPS28.65-36-14),,,,,2020-04-27 07:49:06.568,,,,,,
,,2020-04-27 13:18:53,2020-04-27 13:18:53,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,IN,UP,Bareilly,243122,356010,139.167.176.216,false,JIO,Jio 4G,English,1587973730297-3096889111918489789,a04d13b3-ec31-4c30-a586-e66ac709a4bd,,,,,,android,xiaomi-Redmi Note 5 Pro,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket™ Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,false,,,,,Dalvik/2.1.0 (Linux; U; Android 9; Redmi Note 5 Pro MIUI/V11.0.3.0.PEIMIXM),,,,,2020-04-27 07:48:53.706,,,,,,
,,2020-04-27 13:18:21,2020-04-27 13:18:21,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,IN,MH,Aurangabad,431136,356002,106.220.226.121,false,airtel,airtel,English,1587973693223-7601302467299606886,93b5d07f-543e-4549-af57-62fc69e7cd24,,,,,,android,vivo-vivo 1816,8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket™ Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,false,,,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo 1816 Build/O11019),,,,,2020-04-27 07:48:21.195,,,,,,
,,2020-04-27 13:17:51,2020-04-27 13:17:51,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,IN,KL,Kannur,670309,None,27.62.29.105,false,airtel,airtel,English,1587973667614-492446032360762580,59a16b7f-d01a-4abe-8bfb-69c234d0c7a8,,,,,,android,asus-ASUS_X00TD,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket™ Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,false,,,,,Dalvik/2.1.0 (Linux; U; Android 9; ASUS_X00TD Build/PKQ1),,,,,2020-04-27 07:47:51.822,,,,,,
,,2020-04-27 13:17:37,2020-04-27 13:17:37,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,IN,WB,Calcutta,700040,356003,45.250.246.215,false,Jio 4G,Jio 4G,English,1587973654100-2161274064869345087,0a104c56-4104-473d-9d2f-e677ade2499a,,,,,,android,Redmi-Redmi Note 8 Pro,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket™ Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,false,,,,,Dalvik/2.1.0 (Linux; U; Android 9; Redmi Note 8 Pro MIUI/V11.0.4.0.PGGINXM),,,,,2020-04-27 07:47:37.913,,,,,,
,,2020-04-27 13:17:12,2020-04-27 13:17:12,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,IN,TG,Hyderabad,500033,356006,183.82.142.252,false,Jio 4G,JIO 4G | Jio 4G,English,1587973630841-6184831481215706180,5ba55fc7-6c45-4e0f-8eb5-ae2309b99364,,,,,,android,samsung-SM-N975F,10,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket™ Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,false,,,,,Dalvik/2.1.0 (Linux; U; Android 10; SM-N975F Build/QP1A.190711.020),,,,,2020-04-27 07:47:12.033,,,,,,
